#id lon lat MIH hmax period
id03749 79.922700 11.300000 -1.00 -1.00 -1
id03750 79.979200 11.133300 -1.00 -1.00 -1
id03751 80.063300 10.966700 0.04 0.01 1840
id03752 80.103000 10.800000 0.04 0.01 1469
id03753 80.100000 10.633300 0.02 0.01 1352
id03754 80.137000 10.433300 0.06 0.02 1065
id03755 80.266700 10.300000 0.00 0.00 1935
id03756 80.366700 10.175000 0.07 0.02 1065
id03757 80.510100 10.100000 -1.00 -1.00 -1
id03758 80.566700 9.933300 0.05 0.02 1792
id03759 80.733300 9.851300 0.07 0.02 1552
id03760 80.800000 9.733300 0.03 0.02 3318
id03761 80.766700 9.533300 0.03 0.02 3982
id03762 80.833300 9.387900 0.05 0.02 2096
id03763 80.911100 9.366700 0.08 0.02 574
id03764 80.933300 9.133300 0.05 0.02 1773
id03765 81.035500 9.100000 0.04 0.02 2205
id03766 80.997300 9.000000 0.03 0.02 3359
id03767 81.099200 8.866700 0.04 0.02 2526
id03768 81.120800 8.900000 0.04 0.02 1960
id03769 81.166700 8.880600 0.03 0.02 4117
id03770 81.202300 8.766700 0.05 0.02 1987
id03771 81.256910 8.577515 0.05 0.02 1525
id03772 81.333300 8.540400 0.05 0.02 2602
id03773 81.400000 8.465200 0.05 0.02 2302
id03774 81.500000 8.306200 0.05 0.01 863
id03775 81.477800 8.200000 0.06 0.02 959
id03776 81.566700 8.047600 -1.00 -1.00 -1
id03777 81.700000 7.950000 -1.00 -1.00 -1
id03778 81.666700 7.802100 0.04 0.01 1559
id03779 81.833300 7.799400 -1.00 -1.00 -1
id03780 81.766700 7.715800 0.08 0.02 1503
id03781 81.900000 7.677800 -1.00 -1.00 -1
id03782 81.851200 7.533300 -1.00 -1.00 -1
id03783 81.933900 7.400000 -1.00 -1.00 -1
id03784 81.918500 7.300000 0.14 0.05 1942
id03785 81.912500 7.166700 0.13 0.05 2437
id03786 81.933300 7.083300 0.13 0.05 2423
id03787 81.900000 6.966700 0.16 0.06 2433
id03788 81.900000 6.750000 -1.00 -1.00 -1
id03789 81.822800 6.600000 0.11 0.04 2335
id03790 81.800000 6.530300 -1.00 -1.00 -1
id03791 81.700000 6.437000 0.15 0.03 408
id03792 81.690800 6.300000 0.09 0.02 1447
id03793 81.566700 6.192900 -1.00 -1.00 -1
id03794 81.455600 6.066700 0.18 0.04 900
id03795 81.300000 6.126700 -1.00 -1.00 -1
id03796 81.100000 6.092900 0.15 0.06 2190
id03797 80.986700 5.966700 0.22 0.08 2189
id03798 80.866700 5.924800 0.21 0.08 2107
id03799 80.711700 5.933300 0.16 0.06 2163
id03800 80.593800 5.900000 0.11 0.04 2310
id03801 80.391500 5.900000 0.11 0.05 5366
id03802 80.233300 5.954000 0.19 0.06 1744
id03803 80.033300 5.970000 0.08 0.03 2731
id03804 79.930600 6.100000 0.09 0.03 2252
id03805 79.986200 6.200000 0.07 0.02 2302
id03806 79.866700 6.308300 0.10 0.03 2273
id03807 79.866700 6.384400 0.10 0.04 2071
id03808 79.800000 6.533300 -1.00 -1.00 -1
id03809 79.800000 6.656000 0.10 0.03 1094
id03810 79.733300 6.770000 0.11 0.03 2006
id03811 79.664600 6.933300 0.11 0.03 1877
id03812 79.699500 7.066700 0.05 0.02 2504
id03813 79.699200 7.233300 -1.00 -1.00 -1
id03814 79.656000 7.433300 0.07 0.02 1394
id03815 79.667800 7.633300 0.10 0.04 2077
id03816 79.696300 7.800000 0.06 0.02 1060
id03817 79.677000 8.033300 0.05 0.01 1009
id03818 79.677800 8.266700 0.05 0.01 1065
id03819 79.719700 8.466700 0.06 0.02 651
id03820 79.682200 8.666700 0.05 0.02 1635
id03821 79.593700 8.800000 0.05 0.02 1972
id03822 79.466700 8.927600 0.05 0.02 1365
id03823 79.328900 9.000000 0.05 0.02 1324
id03824 79.133300 9.059600 0.05 0.02 1327
id03825 78.983300 9.033300 0.05 0.02 2013
id03826 78.833300 8.956600 0.04 0.01 1601
id03827 78.633300 8.922700 -1.00 -1.00 -1
id03828 78.500000 8.826700 0.04 0.01 1013
id03829 78.413300 8.666700 0.04 0.01 963
id03830 78.348100 8.500000 0.05 0.01 889
id03831 78.305700 8.300000 0.04 0.01 1054
id03832 78.302300 8.133300 0.04 0.02 2319
id03833 78.200000 8.076200 0.03 0.01 1256
id03834 78.055600 8.000000 0.05 0.02 1964
id03835 78.066700 7.866700 0.04 0.02 2347
id03836 78.009200 7.700000 0.04 0.01 1087
id03837 77.833300 7.722200 -1.00 -1.00 -1
id03838 77.700000 7.833300 -1.00 -1.00 -1
id03839 77.533300 7.866700 0.04 0.02 1859
id03840 77.355600 7.933300 0.05 0.02 1305
id03841 77.300000 8.066700 0.06 0.02 1743
id03842 77.200000 8.100000 0.03 0.01 1069
id03843 77.033300 8.128600 0.06 0.02 1822
id03844 76.900000 8.209500 0.06 0.02 1582
id03845 76.800000 8.344400 0.05 0.01 1077
id03846 76.712500 8.500000 0.06 0.02 2261
id03847 76.600000 8.627800 0.05 0.02 1646
id03848 76.416700 8.666700 0.06 0.03 4035
id03849 76.261100 8.666700 0.08 0.03 4815
id03850 76.181300 8.833300 0.06 0.03 3360
id03851 76.128600 9.000000 0.06 0.03 3142
id03852 76.000000 9.100000 0.06 0.03 2783
id03853 75.966700 9.294400 0.05 0.02 2498
id03854 76.010000 9.466700 0.06 0.02 1432
id03855 75.966700 9.633300 0.03 0.01 2226
id03856 75.966700 9.833300 0.05 0.02 1852
id03857 75.933300 9.933300 0.06 0.02 1222
id03858 75.777800 10.033300 0.06 0.02 1003
id03859 75.700000 10.166700 -1.00 -1.00 -1
id03860 75.841700 10.233300 0.00 0.00 787
id03861 75.800000 10.422200 -1.00 -1.00 -1
id03862 75.755600 10.600000 0.08 0.02 839
id03863 75.693300 10.766700 0.07 0.02 1422
id03864 75.619000 10.933300 0.08 0.03 1458
id03865 75.546700 11.100000 0.09 0.03 1845
id03866 75.466700 11.233300 0.12 0.05 2812
id03867 75.358300 11.366700 0.12 0.04 1868
id03868 75.266700 11.500000 -1.00 -1.00 -1
id03869 75.166700 11.655600 -1.00 -1.00 -1
id03870 75.066700 11.800000 0.08 0.04 3161
id03871 74.983300 11.933300 0.12 0.05 2055
id03872 74.945800 12.133300 0.11 0.04 2123
id03873 74.866700 12.300000 0.16 0.06 2227
id03874 74.800000 12.433300 0.12 0.06 3397
id03875 74.700000 12.600000 0.12 0.06 3375
id03876 74.608300 12.733300 0.12 0.06 3390
id03877 74.522200 12.866700 0.08 0.04 3375
id03878 74.500000 13.000000 0.08 0.04 3476
id03879 74.416700 13.100000 0.06 0.02 1060
id03880 74.366700 13.266700 -1.00 -1.00 -1
id03881 74.308300 13.466700 -1.00 -1.00 -1
id03882 74.250000 13.633300 0.07 0.02 1616
id03883 74.166700 13.777800 0.10 0.04 2749
id03884 74.093300 13.933300 0.10 0.04 1803
id03885 74.075000 14.166700 0.12 0.03 1116
id03886 74.073300 14.400000 0.08 0.03 2336
id03887 73.975000 14.533300 0.08 0.03 2464
id03888 73.893300 14.666700 0.12 0.04 2280
id03889 73.816700 14.833300 0.09 0.04 2359
id03890 73.740000 15.000000 0.12 0.05 2310
id03891 73.660000 15.133300 0.12 0.04 2145
id03892 73.566700 15.300000 0.11 0.04 2183
id03893 73.506700 15.466700 0.13 0.05 2236
id03894 73.446700 15.633300 0.11 0.04 2264
id03895 73.366700 15.773300 0.12 0.05 2287
id03896 73.305600 15.966700 0.11 0.04 2301
id03897 73.277800 16.166700 0.10 0.03 1154
id03898 73.200000 16.311100 0.12 0.04 1109
id03899 73.133300 16.500000 0.14 0.04 997
id03900 73.116700 16.700000 0.08 0.03 2212
id03901 73.066700 16.900000 0.14 0.04 1182
id03902 73.041700 17.100000 0.12 0.03 1148
id03903 73.041700 17.333300 0.13 0.05 1920
id03904 73.100000 17.466700 0.14 0.05 2331
id03905 73.066700 17.600000 0.14 0.04 1199
id03906 73.033300 17.758300 0.16 0.04 915
id03907 72.911100 17.866700 0.17 0.05 1410
id03908 72.825000 18.000000 0.06 0.02 1237
id03909 72.833300 18.200000 0.14 0.04 1214
id03910 72.800000 18.400000 0.16 0.05 1159
id03911 72.633300 18.455600 0.17 0.05 1020
id03912 72.400000 18.444400 0.13 0.04 1042
id03913 72.258300 18.533300 0.15 0.05 1267
id03914 72.300000 18.700000 0.15 0.04 1057
id03915 72.311100 18.933300 0.14 0.04 1057
id03916 72.266700 19.133300 0.20 0.05 873
id03917 72.208300 19.300000 0.23 0.07 1084
id03918 72.133300 19.450000 0.24 0.07 1154
id03919 72.050000 19.600000 0.09 0.03 1223
id03920 71.966700 19.733300 0.25 0.07 1244
id03921 71.833300 19.850000 0.26 0.08 1231
id03922 71.700000 19.933300 0.24 0.07 1410
id03923 71.533300 20.033300 0.18 0.07 2189
id03924 71.400000 20.100000 0.19 0.07 2280
id03925 71.200000 20.166700 0.21 0.08 2325
id03926 71.033300 20.216700 0.18 0.07 2316
id03927 70.866700 20.266700 0.26 0.10 2325
id03928 70.700000 20.333300 0.18 0.07 2325
id03929 70.533300 20.433300 0.33 0.10 1394
id03930 70.433300 20.533300 0.22 0.07 1417
id03931 70.300000 20.666700 0.21 0.08 2301
id03932 70.166700 20.750000 0.29 0.09 1155
id03933 73.200000 6.967200 0.12 0.06 1206
id03934 73.200000 6.824000 -1.00 -1.00 -1
id03935 73.092100 6.666700 0.15 0.07 1133
id03936 73.066700 6.438400 0.17 0.08 1118
id03937 73.202300 6.333300 0.07 0.06 2498
id03938 73.270400 6.133300 0.13 0.07 1450
id03939 73.378300 5.966700 0.11 0.06 1267
id03940 73.404000 5.800000 0.17 0.08 1162
id03941 73.300000 5.659800 0.17 0.13 2058
id03942 73.166700 5.797100 0.19 0.15 2133
id03943 73.100000 5.993600 0.12 0.10 2145
id03944 73.000000 6.137900 0.19 0.13 1579
id03945 72.933300 6.351700 0.21 0.14 1477
id03946 72.885300 6.500000 0.17 0.11 1732
id03947 72.895300 6.700000 0.21 0.12 1503
id03948 72.933300 6.835400 0.18 0.09 1200
id03949 72.966700 5.901700 0.20 0.10 1211
id03950 72.975700 5.833300 0.21 0.12 1486
id03951 73.002200 5.766700 0.27 0.12 1095
id03952 73.009400 5.666700 0.34 0.16 1069
id03953 73.034600 5.600000 0.77 0.35 1027
id03954 73.034500 5.500000 0.32 0.16 1170
id03955 73.000000 5.443000 -1.00 -1.00 -1
id03956 72.966700 5.390200 -1.00 -1.00 -1
id03957 72.900000 5.358300 0.09 0.04 878
id03958 72.866700 5.375000 0.11 0.05 896
id03959 72.866700 5.438800 0.13 0.05 753
id03960 72.833300 5.510500 -1.00 -1.00 -1
id03961 72.800000 5.545800 -1.00 -1.00 -1
id03962 72.838100 5.600000 0.06 0.03 870
id03963 72.859200 5.700000 0.06 0.03 870
id03964 72.866700 5.777400 -1.00 -1.00 -1
id03965 72.918400 5.833300 0.10 0.03 506
id03966 73.433300 4.768300 0.08 0.04 993
id03967 73.500000 4.705700 -1.00 -1.00 -1
id03968 73.566700 4.641800 0.09 0.04 1001
id03969 73.603100 4.566700 0.05 0.04 3022
id03970 73.679800 4.500000 -1.00 -1.00 -1
id03971 73.700000 4.425400 -1.00 -1.00 -1
id03972 73.617300 4.366700 0.10 0.05 1042
id03973 73.560500 4.300000 0.08 0.04 1042
id03974 73.533300 4.199900 0.03 0.02 2903
id03975 73.433300 4.225400 0.03 0.02 2903
id03976 73.394300 4.300000 0.03 0.02 2903
id03977 73.364500 4.400000 -1.00 -1.00 -1
id03978 73.390000 4.500000 -1.00 -1.00 -1
id03979 73.408600 4.600000 -1.00 -1.00 -1
id03980 73.400000 4.669100 0.08 0.03 1023
id03981 72.766700 4.271800 -1.00 -1.00 -1
id03982 72.840000 4.233300 0.03 0.02 1815
id03983 72.900000 4.143100 0.05 0.03 1046
id03984 72.937200 4.066700 0.05 0.02 1238
id03985 72.900400 3.966700 0.05 0.02 1238
id03986 72.940800 3.866700 0.05 0.02 1178
id03987 72.937900 3.733300 0.04 0.03 2125
id03988 72.933300 3.616700 0.05 0.02 1065
id03989 72.900000 3.519900 0.05 0.02 1065
id03990 72.800000 3.498100 0.03 0.02 963
id03991 72.725500 3.533300 0.03 0.02 963
id03992 72.687600 3.633300 -1.00 -1.00 -1
id03993 72.695900 3.766700 0.04 0.02 914
id03994 72.713400 3.866700 0.03 0.01 1080
id03995 72.699100 3.966700 0.03 0.01 1080
id03996 72.722900 4.066700 0.03 0.01 967
id03997 72.761900 4.166700 0.03 0.01 967
id03998 73.400000 3.666800 0.02 0.01 1433
id03999 73.466700 3.645300 0.02 0.01 1433
id04000 73.475900 3.566700 0.03 0.02 1139
id04001 73.505600 3.500000 0.03 0.02 1139
id04002 73.566700 3.433600 0.03 0.02 1217
id04003 73.633300 3.413300 -1.00 -1.00 -1
id04004 73.700000 3.452500 0.03 0.01 1373
id04005 73.738100 3.466700 0.03 0.01 1373
id04006 73.704300 3.400000 0.03 0.01 1267
id04007 73.633300 3.397200 0.03 0.01 1267
id04008 73.536900 3.366700 0.02 0.01 1593
id04009 73.471200 3.333300 -1.00 -1.00 -1
id04010 73.426800 3.333300 0.01 0.01 1732
id04011 73.388000 3.400000 0.03 0.01 891
id04012 73.371000 3.500000 0.03 0.01 891
id04013 73.366700 3.571700 0.02 0.01 1217
id04014 73.100000 2.543200 0.02 0.01 1182
id04015 73.167600 2.533300 -1.00 -1.00 -1
id04016 73.266700 2.504400 0.02 0.01 1384
id04017 73.312800 2.466700 0.02 0.01 1641
id04018 73.366700 2.403100 0.01 0.01 1754
id04019 73.366700 2.363500 0.01 0.01 1754
id04020 73.300000 2.328000 0.02 0.01 2031
id04021 73.233300 2.272200 0.02 0.01 1934
id04022 73.168000 2.233300 0.02 0.01 1178
id04023 73.133300 2.196600 0.02 0.01 1178
id04024 73.033300 2.188200 -1.00 -1.00 -1
id04025 72.966500 2.200000 0.02 0.01 1132
id04026 72.955400 2.300000 -1.00 -1.00 -1
id04027 72.927400 2.366700 -1.00 -1.00 -1
id04028 72.928900 2.466700 0.02 0.01 1118
id04029 72.966700 2.502400 0.02 0.01 1008
id04030 73.200000 0.901900 0.02 0.02 2366
id04031 73.300000 0.901700 0.02 0.02 2366
id04032 73.346000 0.800000 0.03 0.01 1281
id04033 73.377100 0.666700 0.03 0.01 1281
id04034 73.466700 0.579100 0.03 0.02 1432
id04035 73.505100 0.466700 0.03 0.02 1634
id04036 73.466700 0.358500 0.03 0.02 1634
id04037 73.366700 0.284400 0.03 0.02 2433
id04038 73.233300 0.256500 0.02 0.02 4075
id04039 73.136700 0.200000 0.02 0.02 3834
id04040 73.034600 0.266700 0.02 0.02 2204
id04041 72.976200 0.366700 0.03 0.02 2231
id04042 72.934000 0.500000 0.03 0.02 2231
id04043 73.023800 0.600000 0.03 0.02 2231
id04044 73.126000 0.666700 0.03 0.02 2129
id04045 73.204800 0.733300 0.03 0.02 1901
id04046 73.133300 0.832500 0.03 0.02 2099
id04047 93.533300 7.516100 0.05 0.02 2482
id04048 93.775800 7.433300 0.05 0.02 2482
id04049 93.766700 7.225400 0.04 0.01 1994
id04050 93.910100 7.166700 -1.00 -1.00 -1
id04051 93.973700 6.966700 -1.00 -1.00 -1
id04052 93.866700 6.733300 0.05 0.02 2046
id04053 93.725500 6.666700 0.06 0.02 2340
id04054 93.668800 6.900000 -1.00 -1.00 -1
id04055 93.533300 7.095400 0.04 0.01 1949
id04056 93.531100 7.266700 0.04 0.01 1949
id04057 95.733300 2.947900 0.04 0.02 2204
id04058 95.901100 2.900000 0.03 0.01 3232
id04059 96.033300 2.777500 0.03 0.01 3232
id04060 96.176300 2.700000 0.04 0.01 1210
id04061 96.316300 2.633300 0.03 0.01 2347
id04062 96.400000 2.634500 0.03 0.02 3066
id04063 96.433300 2.522000 0.05 0.02 1514
id04064 96.566700 2.433300 0.04 0.01 2246
id04065 96.569400 2.266700 0.04 0.01 2257
id04066 96.448800 2.300000 0.03 0.01 3158
id04067 96.318900 2.366700 0.03 0.02 3116
id04068 96.145000 2.366700 0.05 0.02 1954
id04069 96.033300 2.497400 -1.00 -1.00 -1
id04070 95.913400 2.533300 0.06 0.02 1316
id04071 95.733300 2.592200 0.06 0.02 1133
id04072 95.659600 2.733300 0.06 0.02 1133
id04073 97.333300 1.542100 -1.00 -1.00 -1
id04074 97.533300 1.524600 0.07 0.03 2305
id04075 97.628071 1.310413 0.08 0.03 2256
id04076 97.776000 1.166700 0.05 0.02 1860
id04077 97.966700 1.060700 0.09 0.03 2286
id04078 98.000000 0.855600 0.08 0.03 2256
id04079 97.952100 0.633300 0.08 0.03 2256
id04080 97.766700 0.515000 0.08 0.03 2256
id04081 97.640700 0.700000 0.08 0.03 2219
id04082 97.500000 0.855300 0.07 0.02 2174
id04083 97.364900 0.800000 0.07 0.02 2174
id04084 97.261000 1.000000 0.08 0.03 2104
id04085 97.181000 1.166700 0.08 0.03 2104
id04086 97.066700 1.235600 0.09 0.03 2194
id04087 97.066700 1.394700 0.08 0.03 1913
id04088 98.666700 -0.553300 0.08 0.03 1913
id04089 98.783900 -0.733300 0.10 0.03 1793
id04090 98.902200 -0.900000 0.09 0.02 502
id04091 99.000700 -1.100000 0.09 0.02 1012
id04092 99.102728 -1.328578 0.07 0.03 2516
id04093 99.200000 -1.510000 0.07 0.03 2516
id04094 99.300000 -1.655500 0.10 0.03 1256
id04095 99.344400 -1.900000 0.10 0.03 1256
id04096 99.200000 -1.841500 0.10 0.03 1143
id04097 99.033300 -1.856600 0.10 0.03 1143
id04098 98.866700 -1.723200 0.09 0.02 480
id04099 98.725600 -1.566700 0.09 0.02 480
id04100 98.621100 -1.366700 -1.00 -1.00 -1
id04101 98.530200 -1.166700 0.12 0.03 1027
id04102 98.605900 -0.966700 0.12 0.03 1027
id04103 98.733300 -0.766700 0.12 0.04 1403
id04104 99.500000 -1.927400 0.08 0.03 2076
id04105 99.600000 -1.965900 0.08 0.03 2213
id04106 99.663200 -2.033300 0.09 0.03 1653
id04107 99.713200 -2.100000 0.09 0.03 1653
id04108 99.744200 -2.200000 0.07 0.03 3217
id04109 99.800000 -2.271700 0.07 0.03 3217
id04110 99.866700 -2.361900 0.09 0.03 2190
id04111 99.902300 -2.433300 0.08 0.03 2085
id04112 99.853300 -2.466700 0.09 0.03 2168
id04113 99.766700 -2.417500 0.06 0.02 2182
id04114 99.671700 -2.366700 0.06 0.03 2662
id04115 99.600000 -2.321200 0.06 0.03 2662
id04116 99.533300 -2.265900 0.08 0.03 1883
id04117 99.491500 -2.166700 0.08 0.03 1883
id04118 99.461500 -2.066700 0.04 0.02 3172
id04119 99.423800 -1.966700 0.04 0.02 3172
id04120 99.966700 -2.498400 -1.00 -1.00 -1
id04121 100.100000 -2.565100 0.06 0.02 1390
id04122 100.196900 -2.666700 0.06 0.02 1390
id04123 100.266700 -2.772400 0.07 0.03 2091
id04124 100.360500 -2.900000 0.07 0.03 2091
id04125 100.443900 -3.000000 0.08 0.03 2085
id04126 100.519600 -3.133300 0.08 0.03 2085
id04127 100.600000 -3.264400 0.09 0.03 1845
id04128 100.625900 -3.333300 0.09 0.03 1845
id04129 100.480600 -3.366700 0.05 0.02 2288
id04130 100.361500 -3.333300 0.05 0.02 2288
id04131 100.266700 -3.209200 0.09 0.03 1619
id04132 100.173500 -3.100000 0.06 0.02 1211
id04133 100.157000 -2.933300 0.06 0.02 1211
id04134 100.029700 -2.866700 0.11 0.03 1422
id04135 99.966700 -2.733300 0.11 0.03 1422
id04136 99.945800 -2.600000 0.11 0.03 1422
id04151 119.378000 4.516700 0.13 0.03 1189
id04152 118.250000 4.216700 0.08 0.02 1204
id04153 117.924000 2.866700 0.08 0.02 1204
id04154 118.550000 1.600000 0.11 0.03 2003
id04155 118.821000 0.800000 -1.00 -1.00 -1
id04156 117.640000 0.366700 -1.00 -1.00 -1
id04157 117.683000 -0.550000 0.02 0.01 4849
id04158 117.217000 -1.450000 0.03 0.01 6546
id04159 117.433000 -2.356700 0.02 0.00 7394
id04160 117.000000 -3.033300 0.02 0.00 6865
id04161 116.767000 -4.333300 0.02 0.01 5688
id04162 116.383000 -4.716700 0.02 0.00 6149
id04163 116.700000 -5.227800 0.02 0.00 5869
id04164 116.689000 -5.716700 0.00 0.00 6698
id04165 115.517000 -5.416700 0.02 0.00 6746
id04166 114.067000 -5.616700 0.03 0.01 6840
id04167 113.017000 -6.416700 0.02 0.00 6547
id04168 114.417000 -6.822200 0.01 0.00 6847
id04169 115.500000 -6.116700 0.02 0.00 7252
id04170 116.067000 -7.120800 0.00 0.00 7169
id04171 114.713000 -7.183300 0.01 0.00 6840
id04172 113.856000 -7.450000 0.01 0.00 5050
id04173 113.905000 -7.600000 0.01 0.00 5913
id04174 114.967000 -8.170700 0.00 0.00 4994
id04175 115.303000 -8.750000 0.00 0.00 2700
id04176 114.533000 -8.642900 0.00 0.00 6588
id04177 113.500000 -8.445100 0.00 0.00 5782
id04178 119.133000 4.724700 0.01 0.00 4567
id04179 119.437000 4.866700 0.01 0.00 6036
id04180 119.433000 4.582800 0.02 0.01 6700
id04181 119.100000 4.558300 0.01 0.00 6885
id04182 118.880000 4.266700 0.01 0.00 4769
id04183 118.533000 4.252400 0.01 0.00 5286
id04184 118.100000 4.133300 0.01 0.00 6419
id04185 118.033000 3.800000 0.01 0.00 7049
id04186 117.917000 3.316700 0.01 0.00 5506
id04187 118.083000 2.533900 0.01 0.00 3986
id04188 118.317000 2.183300 0.02 0.01 2222
id04189 118.494000 1.783300 -1.00 -1.00 -1
id04190 118.800000 1.507900 0.02 0.01 5448
id04191 118.778000 1.266700 0.02 0.00 3404
id04192 118.983000 1.055300 0.02 0.00 3494
id04193 118.733000 0.802800 0.02 0.00 2088
id04194 118.317000 0.840000 0.03 0.01 828
id04195 117.917000 0.758800 0.02 0.00 1080
id04196 117.687000 0.433300 0.03 0.01 971
id04197 117.589000 -0.050000 0.03 0.01 1370
id04198 117.750000 -0.416700 0.03 0.01 2325
id04199 117.850000 -0.439300 0.06 0.01 1207
id04200 117.650000 -0.700000 0.06 0.01 1185
id04201 117.667000 -0.933300 0.04 0.01 1395
id04202 117.367000 -1.183300 0.05 0.01 977
id04203 116.917000 -1.716700 0.04 0.01 847
id04204 116.917000 -2.050000 0.04 0.01 648
id04205 117.269000 -2.283300 0.04 0.01 949
id04206 117.550000 -2.600000 0.04 0.01 1199
id04207 117.700000 -2.966700 0.05 0.01 1428
id04208 117.317000 -2.950000 0.04 0.01 2114
id04209 116.967000 -3.100000 0.03 0.01 2190
id04210 116.933000 -3.433300 0.04 0.01 1680
id04211 116.900000 -3.800000 0.05 0.01 1967
id04212 116.750000 -4.233300 0.06 0.01 2310
id04213 117.083000 -4.380000 0.07 0.01 1957
id04214 117.067000 -4.554200 0.07 0.01 2880
id04215 116.650000 -4.633300 0.09 0.02 2408
id04216 116.267000 -4.816700 0.09 0.02 2530
id04217 115.875000 -4.950000 0.08 0.02 2216
id04218 116.250000 -5.150000 0.08 0.02 2182
id04219 116.983000 -4.916700 0.09 0.02 2227
id04220 116.965000 -5.233300 0.07 0.01 2149
id04221 116.736000 -5.566700 0.07 0.01 1717
id04222 116.467000 -5.833300 0.12 0.02 2231
id04223 116.117000 -5.600000 0.14 0.03 2051
id04224 115.867000 -5.300000 0.15 0.03 2278
id04225 115.433000 -5.466700 0.14 0.03 2347
id04226 115.067000 -5.683300 0.10 0.02 1229
id04227 114.600000 -5.800000 0.11 0.02 1410
id04228 114.167000 -5.650000 0.12 0.02 2227
id04229 113.683000 -5.583300 0.13 0.03 1785
id04230 113.333000 -5.816700 0.16 0.03 1969
id04231 113.083000 -6.133300 0.16 0.03 1424
id04232 113.000000 -6.616700 0.07 0.04 2901
id04233 113.417000 -6.791700 0.05 0.03 3814
id04234 113.933000 -6.818200 -1.00 -1.00 -1
id04235 114.883000 -6.908300 0.10 0.03 1619
id04236 115.042000 -6.483300 0.13 0.03 2050
id04237 115.300000 -6.150000 0.19 0.04 2850
id04238 115.767000 -6.200000 0.17 0.04 2978
id04239 115.750000 -6.600000 0.09 0.03 2070
id04240 115.917000 -6.923800 0.14 0.03 765
id04241 115.958000 -7.133300 0.03 0.02 3591
id04242 115.583000 -7.072100 0.08 0.02 1559
id04243 115.167000 -7.101100 0.06 0.02 2123
id04244 114.804000 -7.166700 0.08 0.03 2018
id04245 114.500000 -7.050000 0.08 0.03 2126
id04246 114.383000 -7.090700 0.08 0.03 2152
id04247 114.067000 -7.310400 0.05 0.04 3649
id04248 113.683000 -7.500000 0.04 0.03 4183
id04249 113.269000 -7.416700 0.07 0.04 3059
id04250 113.583000 -7.666700 0.09 0.04 2748
id04251 114.309000 -7.700000 0.05 0.03 3899
id04252 114.467000 -8.038800 0.04 0.03 2130
id04253 114.783000 -8.159900 0.04 0.04 3872
id04254 115.200000 -8.064900 0.04 0.03 2194
id04255 115.583000 -8.255600 0.07 0.03 1095
id04256 115.547000 -8.516700 0.05 0.03 1533
id04257 115.258000 -8.816700 0.03 0.03 2321
id04258 114.967000 -8.701900 0.04 0.02 1687
id04259 114.717000 -8.413500 0.05 0.03 1341
id04260 114.467000 -8.617800 0.05 0.03 1721
id04261 114.488000 -8.800000 0.07 0.04 1453
id04262 114.167000 -8.666700 0.08 0.04 1297
id04263 113.733000 -8.551200 0.06 0.04 1709
id04264 113.367000 -8.506900 0.10 0.04 600
id04265 113.150000 -8.334200 0.04 0.03 2096
id04266 112.719000 -8.466700 0.04 0.04 3261
id04327 122.833000 -8.077300 0.10 0.03 4072
id04328 122.984000 -8.233300 0.08 0.03 3888
id04329 123.183000 -8.233200 0.07 0.02 2925
id04330 123.450000 -8.270400 0.08 0.02 2540
id04331 123.614000 -8.250000 0.08 0.02 2054
id04332 123.831930 -8.189222 0.09 0.03 2171
id04333 123.767000 -8.289300 0.07 0.02 2074
id04334 123.600000 -8.438100 0.10 0.03 2133
id04335 123.490000 -8.533300 0.09 0.03 2648
id04336 123.267466 -8.554949 0.17 0.03 846
id04337 123.283000 -8.405700 0.14 0.03 791
id04338 123.048000 -8.500000 0.14 0.03 457
id04339 122.867000 -8.596300 0.12 0.03 1344
id04340 122.983000 -8.435500 0.12 0.03 1042
id04341 122.867000 -8.465500 0.13 0.03 880
id04342 122.740000 -8.616700 0.07 0.02 2485
id04343 122.500000 -8.724400 0.11 0.02 672
id04344 122.233000 -8.746200 0.11 0.03 1055
id04345 122.015000 -8.800000 0.10 0.03 1540
id04346 121.750000 -8.889500 0.13 0.03 1290
id04347 121.600000 -8.826500 0.11 0.03 2302
id04348 121.376918 -8.849415 0.07 0.02 7855
id04349 121.123000 -8.916700 0.06 0.02 2362
id04350 120.874000 -8.900000 0.06 0.02 1874
id04351 120.647538 -8.876563 0.04 0.01 3807
id04352 120.371356 -8.826484 0.07 0.02 1365
id04353 120.248025 -8.854159 0.08 0.02 828
id04354 119.983000 -8.828400 0.07 0.01 840
id04355 119.767000 -8.819900 0.07 0.02 1195
id04356 119.629653 -8.810622 0.09 0.02 974
id04357 119.490000 -8.683300 0.07 0.02 1252
id04358 119.378056 -8.705046 0.10 0.02 1074
id04359 119.433000 -8.441200 -1.00 -1.00 -1
id04360 119.667000 -8.400000 0.19 0.05 1526
id04361 119.911000 -8.316700 0.17 0.04 1461
id04362 120.150000 -8.343700 0.13 0.04 2209
id04363 120.410000 -8.250000 0.13 0.04 2411
id04364 120.633000 -8.263900 0.15 0.04 2133
id04365 120.900000 -8.346200 0.20 0.06 2242
id04366 121.167000 -8.420300 0.30 0.07 1162
id04367 121.367000 -8.540700 0.21 0.06 2032
id04368 121.592000 -8.516700 0.33 0.09 1552
id04369 121.833000 -8.481000 0.32 0.08 1237
id04370 122.025000 -8.500000 0.35 0.08 1229
id04371 122.250000 -8.627700 0.23 0.07 2685
