ID lon lat depth max_ssh min_ssh period polarity return_code
 2154	+158.8333	+61.5111	 56	0.032	-0.015	    0	 0	1
 2155	+159.0333	+61.5667	 53	0.029	-0.016	    0	 0	1
 2156	+159.1000	+61.4000	 56	0.032	-0.014	    0	 0	1
 2157	+159.2333	+61.2619	 55	0.033	-0.014	    0	 0	1
 2158	+159.4667	+61.2833	 51	0.022	-0.015	 1146	-1	2
 2159	+159.6667	+61.3583	 52	0.014	-0.016	    0	 0	1
 2160	+159.8333	+61.4333	 34	0.012	-0.017	    0	 0	1
 2161	+159.8333	+61.3643	 31	0.010	-0.016	 1177	-1	2
 2162	+159.6667	+61.2444	 42	0.016	-0.015	 1263	-1	2
 2163	+159.7333	+61.1000	 50	0.023	-0.015	 1301	-1	2
 2164	+159.6111	+60.9667	 53	0.041	-0.014	17575	-1	2
 2165	+159.7000	+60.7917	 49	0.047	-0.013	17009	-1	2
 2166	+159.9333	+60.7667	 42	0.044	-0.014	    0	 0	1
 2167	+160.0111	+60.7000	 46	0.046	-0.014	 1027	-1	2
 2168	+159.9200	+60.5333	 79	0.050	-0.013	    0	 0	1
 2169	+160.0667	+60.4278	 85	0.049	-0.012	    0	 0	1
 2170	+160.3000	+60.4667	 89	0.042	-0.013	 1327	-1	2
 2171	+160.5000	+60.5278	 83	0.036	-0.013	    0	 0	1
 2172	+160.7000	+60.6000	 71	0.030	-0.013	 1353	-1	2
 2173	+160.9000	+60.6533	 70	0.024	-0.013	 7320	-1	2
 2174	+161.0667	+60.7500	 66	0.019	-0.013	 7443	-1	2
 2175	+161.2333	+60.8667	 57	0.018	-0.013	 7495	-1	2
 2176	+161.4000	+60.9667	 52	0.016	-0.013	    0	 0	1
 2177	+161.5667	+61.0333	 48	0.011	-0.014	    0	 0	1
 2178	+161.7667	+61.1111	 48	0.003	-0.014	    0	 0	1
 2179	+161.8111	+60.9667	 45	0.010	-0.014	    0	 0	1
 2180	+161.8444	+60.7333	 53	0.016	-0.014	 7680	-1	2
 2181	+161.7667	+60.5556	 51	0.018	-0.014	    0	 0	1
 2182	+161.6533	+60.4000	 47	0.023	-0.014	23883	-1	2
 2183	+161.5429	+60.2333	 44	0.026	-0.014	16635	-1	2
 2184	+161.4000	+60.1273	 41	0.022	-0.014	 1511	-1	2
 2185	+161.2333	+60.0083	 58	0.029	-0.014	 1488	-1	2
 2186	+161.0889	+59.9000	 58	0.034	-0.014	 8553	-1	2
 2187	+160.9167	+59.8000	 48	0.043	-0.014	 8523	-1	2
 2188	+160.7000	+59.7333	 55	0.052	-0.013	10549	-1	2
 2189	+160.5000	+59.6917	 64	0.056	-0.013	 1714	-1	2
 2190	+160.3000	+59.6000	 70	0.063	-0.013	  726	-1	2
 2191	+160.2000	+59.4562	 48	0.067	-0.013	 9987	-1	2
 2192	+160.0000	+59.3722	 65	0.060	-0.013	  629	-1	2
 2193	+159.8333	+59.2708	 59	0.055	-0.013	 2895	 1	2
 2194	+159.7000	+59.1619	 39	0.054	-0.013	 1567	 1	2
 2195	+159.6030	+58.9667	 24	0.053	-0.015	 8752	 1	2
 2196	+159.4000	+58.9200	 36	0.048	-0.014	 3183	 1	2
 2197	+159.2000	+58.8500	 36	0.049	-0.014	 2129	 1	2
 2198	+159.0000	+58.7800	 44	0.056	-0.014	 1991	 1	2
 2199	+158.8000	+58.7083	 44	0.063	-0.014	 2200	 1	2
 2200	+158.6333	+58.6333	 58	0.061	-0.014	 2084	 1	2
 2201	+158.4833	+58.5333	 50	0.064	-0.026	 1968	 1	2
 2202	+158.2333	+58.5417	 55	0.067	-0.028	 2107	 1	2
 2203	+158.0333	+58.4833	 59	0.070	-0.033	 2872	 1	2
 2204	+157.8333	+58.4056	 42	0.083	-0.055	 2046	 1	2
 2205	+157.6667	+58.3200	 48	0.088	-0.061	 2028	 1	2
 2206	+157.5083	+58.2000	 68	0.091	-0.072	 4620	 1	3
 2207	+157.4667	+58.0000	 49	0.114	-0.129	 3872	 1	2
 2208	+157.2667	+58.0583	 67	0.084	-0.079	 3540	 1	2
 2209	+157.0667	+58.0400	 74	0.072	-0.058	 3071	 1	2
 2210	+156.9000	+57.9556	 76	0.088	-0.052	 2310	 1	2
 2211	+156.7333	+57.8583	 76	0.109	-0.065	 2758	 1	2
 2212	+156.6333	+57.6667	 44	0.108	-0.074	 2798	 1	2
 2213	+156.4667	+57.5833	 55	0.111	-0.059	 2857	 1	2
 2214	+156.3000	+57.4889	 53	0.109	-0.068	 1057	 1	3
 2215	+156.1333	+57.3778	 60	0.121	-0.087	 2807	 1	2
 2216	+155.9667	+57.2667	 74	0.116	-0.090	 2722	 1	3
 2217	+155.8667	+57.1333	 84	0.118	-0.098	 1874	 1	3
 2218	+155.7333	+57.0533	100	0.114	-0.089	 2452	 1	3
