#id lon lat MIH hmax period
id03759 80.733300 9.851300 0.72 0.22 1317
id03760 80.800000 9.733300 0.70 0.18 854
id03761 80.766700 9.533300 0.93 0.19 352
id03762 80.833300 9.387900 0.28 0.10 1785
id03763 80.911100 9.366700 0.70 0.24 1724
id03764 80.933300 9.133300 0.88 0.18 190
id03765 81.035500 9.100000 0.82 0.20 614
id03766 80.997300 9.000000 0.56 0.13 53
id03767 81.099200 8.866700 0.44 0.16 2126
id03768 81.120800 8.900000 0.69 0.19 1033
id03769 81.166700 8.880600 0.88 0.24 922
id03770 81.202300 8.766700 0.47 0.11 56
id03771 81.256910 8.577515 1.17 0.33 1037
id03772 81.333300 8.540400 0.19 0.06 1625
id03773 81.400000 8.465200 0.94 0.26 951
id03774 81.500000 8.306200 0.62 0.20 1455
id03775 81.477800 8.200000 0.82 0.34 4061
id03776 81.566700 8.047600 0.80 0.25 2154
id03777 81.700000 7.950000 1.12 0.27 909
id03778 81.666700 7.802100 1.05 0.35 1673
id03779 81.833300 7.799400 1.05 0.26 676
id03780 81.766700 7.715800 0.93 0.25 1458
id03781 81.900000 7.677800 1.45 0.31 377
id03782 81.851200 7.533300 0.87 0.24 983
id03783 81.933900 7.400000 1.45 0.31 164
id03784 81.918500 7.300000 1.14 0.30 831
id03785 81.912500 7.166700 1.42 0.40 1002
id03786 81.933300 7.083300 1.22 0.27 439
id03787 81.900000 6.966700 1.48 0.43 1087
id03788 81.900000 6.750000 1.75 0.40 502
id03789 81.822800 6.600000 1.20 0.31 835
id03790 81.800000 6.530300 1.97 0.46 803
id03791 81.700000 6.437000 4.18 0.94 45
id03792 81.690800 6.300000 3.04 0.67 456
id03793 81.566700 6.192900 2.55 0.51 307
id03794 81.455600 6.066700 2.45 0.57 773
id03795 81.300000 6.126700 2.29 0.61 1372
id03796 81.100000 6.092900 4.98 0.94 150
id03797 80.986700 5.966700 3.42 0.83 630
id03798 80.866700 5.924800 2.31 0.58 1071
id03799 80.711700 5.933300 2.68 0.61 741
id03800 80.593800 5.900000 1.80 0.43 863
id03801 80.391500 5.900000 1.90 0.42 663
id03802 80.233300 5.954000 2.14 0.53 994
id03803 80.033300 5.970000 1.83 0.44 927
id03804 79.930600 6.100000 1.28 0.32 1046
id03805 79.986200 6.200000 1.77 0.45 1177
id03806 79.866700 6.308300 1.55 0.38 938
id03807 79.866700 6.384400 1.18 0.25 544
id03808 79.800000 6.533300 1.04 0.26 1053
id03809 79.800000 6.656000 1.02 0.20 317
id03810 79.733300 6.770000 1.12 0.25 622
id03811 79.664600 6.933300 0.67 0.17 1019
id03812 79.699500 7.066700 1.28 0.31 967
id03813 79.699200 7.233300 1.00 0.24 960
id03814 79.656000 7.433300 0.81 0.21 1354
id03815 79.667800 7.633300 0.70 0.19 1315
id03816 79.696300 7.800000 0.14 0.06 2541
id03817 79.677000 8.033300 1.37 0.31 74
id03818 79.677800 8.266700 0.66 0.15 59
id03819 79.719700 8.466700 0.75 0.17 45
id03820 79.682200 8.666700 0.58 0.19 1635
id03821 79.593700 8.800000 0.29 0.10 1641
id03822 79.466700 8.927600 0.57 0.15 892
id03823 79.328900 9.000000 0.97 0.20 274
id03824 79.133300 9.059600 0.64 0.14 59
id03825 78.983300 9.033300 0.86 0.18 315
id03826 78.833300 8.956600 0.57 0.14 719
id03827 78.633300 8.922700 0.73 0.16 502
id03828 78.500000 8.826700 0.68 0.15 468
id03829 78.413300 8.666700 0.51 0.14 922
id03830 78.348100 8.500000 0.45 0.11 653
id03831 78.305700 8.300000 0.60 0.18 1341
id03832 78.302300 8.133300 0.63 0.16 1221
id03833 78.200000 8.076200 0.68 0.20 1248
id03834 78.055600 8.000000 0.56 0.17 1404
id03835 78.066700 7.866700 0.57 0.18 1406
id03836 78.009200 7.700000 0.79 0.20 1124
id03837 77.833300 7.722200 1.30 0.36 978
id03838 77.700000 7.833300 1.25 0.36 1087
id03839 77.533300 7.866700 1.73 0.39 520
id03840 77.355600 7.933300 1.36 0.36 1332
id03841 77.300000 8.066700 4.34 0.89 202
id03842 77.200000 8.100000 2.30 0.52 697
id03843 77.033300 8.128600 0.70 0.21 1195
id03844 76.900000 8.209500 0.84 0.21 1065
id03845 76.800000 8.344400 0.45 0.13 1188
id03846 76.712500 8.500000 0.61 0.13 414
id03847 76.600000 8.627800 0.68 0.20 1207
id03848 76.416700 8.666700 0.64 0.17 915
id03849 76.261100 8.666700 0.58 0.14 835
id03850 76.181300 8.833300 0.46 0.12 909
id03851 76.128600 9.000000 0.67 0.19 1060
id03852 76.000000 9.100000 0.73 0.16 610
id03853 75.966700 9.294400 0.68 0.17 1134
id03854 76.010000 9.466700 0.66 0.17 1145
id03855 75.966700 9.633300 0.68 0.17 1110
id03856 75.966700 9.833300 0.60 0.17 944
id03857 75.933300 9.933300 0.63 0.15 573
id03858 75.777800 10.033300 0.48 0.11 560
id03859 75.700000 10.166700 0.36 0.08 443
id03860 75.841700 10.233300 0.42 0.12 1620
id03861 75.800000 10.422200 0.45 0.10 475
id03862 75.755600 10.600000 0.38 0.10 701
id03863 75.693300 10.766700 0.39 0.10 899
id03864 75.619000 10.933300 0.41 0.11 888
id03865 75.546700 11.100000 0.49 0.13 884
id03866 75.466700 11.233300 0.41 0.12 1171
id03867 75.358300 11.366700 0.53 0.12 783
id03868 75.266700 11.500000 0.45 0.13 1218
id03869 75.166700 11.655600 0.48 0.13 1016
id03870 75.066700 11.800000 0.35 0.11 1398
id03871 74.983300 11.933300 0.45 0.12 867
id03872 74.945800 12.133300 0.34 0.09 981
id03873 74.866700 12.300000 0.42 0.11 934
id03874 74.800000 12.433300 0.39 0.09 511
id03875 74.700000 12.600000 0.38 0.09 630
id03876 74.608300 12.733300 0.37 0.09 559
id03877 74.522200 12.866700 0.25 0.08 1470
id03878 74.500000 13.000000 0.30 0.09 1120
id03879 74.416700 13.100000 0.28 0.08 930
id03880 74.366700 13.266700 0.35 0.08 820
id03881 74.308300 13.466700 0.36 0.09 968
id03882 74.250000 13.633300 0.27 0.07 697
id03883 74.166700 13.777800 0.28 0.09 1402
id03884 74.093300 13.933300 0.26 0.08 1338
id03885 74.075000 14.166700 0.27 0.08 1056
id03886 74.073300 14.400000 0.35 0.12 1566
id03887 73.975000 14.533300 0.49 0.12 578
id03888 73.893300 14.666700 0.34 0.09 1569
id03889 73.816700 14.833300 0.31 0.08 774
id03890 73.740000 15.000000 0.35 0.10 1522
id03891 73.660000 15.133300 0.29 0.08 1383
id03892 73.566700 15.300000 0.26 0.07 1399
id03893 73.506700 15.466700 0.33 0.09 1309
id03894 73.446700 15.633300 0.36 0.08 817
id03895 73.366700 15.773300 0.30 0.07 945
id03896 73.305600 15.966700 0.32 0.09 837
id03897 73.277800 16.166700 0.32 0.07 45
id03898 73.200000 16.311100 0.22 0.06 1133
id03899 73.133300 16.500000 0.32 0.08 918
id03900 73.116700 16.700000 0.41 0.10 1031
id03901 73.066700 16.900000 0.30 0.09 1429
id03902 73.041700 17.100000 0.37 0.11 1208
id03903 73.041700 17.333300 0.27 0.06 480
id03904 73.100000 17.466700 0.11 0.03 719
id03905 73.066700 17.600000 0.13 0.04 1391
id03906 73.033300 17.758300 0.16 0.05 1561
id03907 72.911100 17.866700 0.19 0.06 1260
id03908 72.825000 18.000000 0.19 0.05 681
id03909 72.833300 18.200000 0.22 0.06 1492
id03910 72.800000 18.400000 0.27 0.06 183
id03911 72.633300 18.455600 0.14 0.05 1638
id03912 72.400000 18.444400 0.12 0.04 1556
id03913 72.258300 18.533300 0.12 0.03 119
id03914 72.300000 18.700000 0.16 0.04 817
id03915 72.311100 18.933300 0.21 0.04 419
id03916 72.266700 19.133300 0.15 0.05 1683
id03917 72.208300 19.300000 0.13 0.04 1711
id03918 72.133300 19.450000 0.15 0.05 1690
id03919 72.050000 19.600000 0.15 0.05 1548
id03920 71.966700 19.733300 0.19 0.04 45
id03921 71.833300 19.850000 0.13 0.04 1017
id03922 71.700000 19.933300 0.10 0.03 1776
id03923 71.533300 20.033300 0.13 0.04 1373
id03924 71.400000 20.100000 0.12 0.04 1747
id03925 71.200000 20.166700 0.20 0.05 1045
id03926 71.033300 20.216700 0.17 0.05 1204
id03927 70.866700 20.266700 0.12 0.04 1629
id03928 70.700000 20.333300 0.17 0.05 1353
id03929 70.533300 20.433300 0.23 0.05 389
id03930 70.433300 20.533300 0.09 0.04 2534
id03931 70.300000 20.666700 0.12 0.04 1211
id03932 70.166700 20.750000 0.10 0.03 1260
id03933 73.200000 6.967200 1.03 0.23 45
id03934 73.200000 6.824000 0.62 0.36 1248
id03935 73.092100 6.666700 1.67 0.43 45
id03936 73.066700 6.438400 1.18 0.39 635
id03937 73.202300 6.333300 1.02 0.26 315
id03938 73.270400 6.133300 0.68 0.17 45
id03939 73.378300 5.966700 1.44 0.45 490
id03940 73.404000 5.800000 0.98 0.37 752
id03941 73.300000 5.659800 1.45 0.37 45
id03942 73.166700 5.797100 0.40 0.17 873
id03943 73.100000 5.993600 0.24 0.13 1078
id03944 73.000000 6.137900 0.27 0.14 1091
id03945 72.933300 6.351700 0.43 0.24 1083
id03946 72.885300 6.500000 0.95 0.29 478
id03947 72.895300 6.700000 0.08 0.05 1630
id03948 72.933300 6.835400 0.24 0.16 1548
id03949 72.966700 5.901700 0.18 0.05 224
id03950 72.975700 5.833300 0.33 0.23 1829
id03951 73.002200 5.766700 0.13 0.05 683
id03952 73.009400 5.666700 0.43 0.18 947
id03953 73.034600 5.600000 0.22 0.15 1874
id03954 73.034500 5.500000 1.22 0.59 1181
id03955 73.000000 5.443000 0.27 0.19 1961
id03956 72.966700 5.390200 0.45 0.14 519
id03957 72.900000 5.358300 0.32 0.16 989
id03958 72.866700 5.375000 0.33 0.19 1214
id03959 72.866700 5.438800 0.32 0.13 829
id03960 72.833300 5.510500 0.18 0.11 1303
id03961 72.800000 5.545800 0.25 0.12 933
id03962 72.838100 5.600000 0.25 0.10 803
id03963 72.859200 5.700000 0.18 0.10 1167
id03964 72.866700 5.777400 0.16 0.07 1113
id03965 72.918400 5.833300 0.20 0.05 45
id03966 73.433300 4.768300 0.17 0.11 1506
id03967 73.500000 4.705700 1.08 0.48 884
id03968 73.566700 4.641800 1.51 0.80 1036
id03969 73.603100 4.566700 0.42 0.23 1158
id03970 73.679800 4.500000 2.68 0.86 618
id03971 73.700000 4.425400 1.67 0.64 773
id03972 73.617300 4.366700 2.38 0.65 420
id03973 73.560500 4.300000 2.71 1.09 816
id03974 73.533300 4.199900 2.38 0.69 494
id03975 73.433300 4.225400 0.46 0.36 1866
id03976 73.394300 4.300000 0.22 0.06 375
id03977 73.364500 4.400000 0.31 0.16 1305
id03978 73.390000 4.500000 1.03 0.28 338
id03979 73.408600 4.600000 0.15 0.09 1598
id03980 73.400000 4.669100 1.19 0.46 783
id03981 72.766700 4.271800 0.07 0.05 1960
id03982 72.840000 4.233300 0.09 0.07 2241
id03983 72.900000 4.143100 0.06 0.05 2373
id03984 72.937200 4.066700 0.13 0.04 576
id03985 72.900400 3.966700 0.05 0.04 1823
id03986 72.940800 3.866700 0.20 0.06 360
id03987 72.937900 3.733300 0.07 0.05 2128
id03988 72.933300 3.616700 0.07 0.04 1523
id03989 72.900000 3.519900 0.49 0.13 224
id03990 72.800000 3.498100 0.13 0.08 1316
id03991 72.725500 3.533300 0.40 0.10 45
id03992 72.687600 3.633300 0.25 0.07 480
id03993 72.695900 3.766700 0.17 0.06 780
id03994 72.713400 3.866700 0.40 0.10 45
id03995 72.699100 3.966700 0.39 0.22 1146
id03996 72.722900 4.066700 0.17 0.09 1121
id03997 72.761900 4.166700 0.10 0.08 1907
id03998 73.400000 3.666800 0.15 0.08 1327
id03999 73.466700 3.645300 0.27 0.20 1833
id04000 73.475900 3.566700 0.09 0.06 1919
id04001 73.505600 3.500000 0.08 0.06 1849
id04002 73.566700 3.433600 0.15 0.12 1912
id04003 73.633300 3.413300 0.10 0.07 1987
id04004 73.700000 3.452500 0.87 0.48 1109
id04005 73.738100 3.466700 0.63 0.33 1032
id04006 73.704300 3.400000 0.22 0.09 824
id04007 73.633300 3.397200 0.11 0.08 1869
id04008 73.536900 3.366700 0.25 0.17 1843
id04009 73.471200 3.333300 0.48 0.17 597
id04010 73.426800 3.333300 0.78 0.22 445
id04011 73.388000 3.400000 0.37 0.13 598
id04012 73.371000 3.500000 0.12 0.03 53
id04013 73.366700 3.571700 0.04 0.02 1237
id04014 73.100000 2.543200 0.59 0.32 1125
id04015 73.167600 2.533300 0.26 0.14 1425
id04016 73.266700 2.504400 1.47 0.38 262
id04017 73.312800 2.466700 0.47 0.19 824
id04018 73.366700 2.403100 0.68 0.24 723
id04019 73.366700 2.363500 1.36 0.48 661
id04020 73.300000 2.328000 0.40 0.31 1825
id04021 73.233300 2.272200 0.72 0.45 1414
id04022 73.168000 2.233300 0.28 0.20 1685
id04023 73.133300 2.196600 0.63 0.47 1769
id04024 73.033300 2.188200 0.16 0.11 1886
id04025 72.966500 2.200000 0.46 0.25 1094
id04026 72.955400 2.300000 0.11 0.08 1755
id04027 72.927400 2.366700 0.04 0.02 938
id04028 72.928900 2.466700 0.05 0.04 2324
id04029 72.966700 2.502400 0.22 0.06 228
id04030 73.200000 0.901900 0.63 0.20 630
id04031 73.300000 0.901700 0.31 0.23 1712
id04032 73.346000 0.800000 0.21 0.05 73
id04033 73.377100 0.666700 0.14 0.11 1776
id04034 73.466700 0.579100 0.57 0.30 1049
id04035 73.505100 0.466700 0.17 0.13 1866
id04036 73.466700 0.358500 0.11 0.09 2527
id04037 73.366700 0.284400 0.26 0.21 1941
id04038 73.233300 0.256500 0.13 0.03 273
id04039 73.136700 0.200000 1.10 0.28 338
id04040 73.034600 0.266700 0.62 0.17 371
id04041 72.976200 0.366700 0.90 0.29 614
id04042 72.934000 0.500000 0.94 0.30 622
id04043 73.023800 0.600000 0.67 0.20 516
id04044 73.126000 0.666700 0.76 0.20 375
id04045 73.204800 0.733300 0.93 0.34 739
id04046 73.133300 0.832500 0.54 0.29 1111
id04047 93.533300 7.516100 2.27 0.71 1417
id04048 93.775800 7.433300 2.36 0.69 1176
id04049 93.766700 7.225400 2.86 0.89 2197
id04050 93.910100 7.166700 3.83 1.04 930
id04051 93.973700 6.966700 2.90 0.83 1086
id04052 93.866700 6.733300 3.41 0.97 1040
id04053 93.725500 6.666700 4.56 1.29 1019
id04054 93.668800 6.900000 3.62 1.05 1138
id04055 93.533300 7.095400 3.16 0.90 1064
id04056 93.531100 7.266700 3.90 1.02 839
id04057 95.733300 2.947900 14.23 3.54 1020
id04058 95.901100 2.900000 -1.00 -1.00 -1
id04059 96.033300 2.777500 8.52 2.10 976
id04060 96.176300 2.700000 6.95 1.98 1049
id04061 96.316300 2.633300 2.46 0.92 2141
id04062 96.400000 2.634500 5.93 1.35 521
id04063 96.433300 2.522000 4.94 1.41 1053
id04064 96.566700 2.433300 4.35 1.27 1169
id04065 96.569400 2.266700 5.53 1.38 708
id04066 96.448800 2.300000 4.94 1.33 892
id04067 96.318900 2.366700 -1.00 -1.00 -1
id04068 96.145000 2.366700 -1.00 -1.00 -1
id04069 96.033300 2.497400 8.58 2.14 1024
id04070 95.913400 2.533300 3.42 0.91 873
id04071 95.733300 2.592200 6.13 1.43 809
id04072 95.659600 2.733300 10.96 2.84 806
id04073 97.333300 1.542100 4.18 1.12 886
id04074 97.533300 1.524600 2.31 0.66 1058
id04075 97.628071 1.310413 1.73 0.51 1214
id04076 97.776000 1.166700 1.50 0.31 367
id04077 97.966700 1.060700 1.00 0.37 2107
id04078 98.000000 0.855600 2.30 0.49 397
id04079 97.952100 0.633300 1.69 0.51 1256
id04080 97.766700 0.515000 2.99 1.12 2166
id04081 97.640700 0.700000 4.43 1.26 1042
id04082 97.500000 0.855300 4.23 1.11 847
id04083 97.364900 0.800000 4.40 1.17 862
id04084 97.261000 1.000000 4.03 0.90 479
id04085 97.181000 1.166700 4.62 1.32 1065
id04086 97.066700 1.235600 4.28 1.12 832
id04087 97.066700 1.394700 3.77 0.79 180
id04088 98.666700 -0.553300 1.17 0.33 1600
id04089 98.783900 -0.733300 0.61 0.18 2022
id04090 98.902200 -0.900000 0.51 0.16 1469
id04091 99.000700 -1.100000 0.57 0.13 494
id04092 99.102728 -1.328578 -1.00 -1.00 -1
id04093 99.200000 -1.510000 0.39 0.14 1874
id04094 99.300000 -1.655500 0.63 0.17 967
id04095 99.344400 -1.900000 1.82 0.49 884
id04096 99.200000 -1.841500 1.60 0.55 1764
id04097 99.033300 -1.856600 1.07 0.48 2955
id04098 98.866700 -1.723200 2.28 0.60 837
id04099 98.725600 -1.566700 1.86 0.56 1248
id04100 98.621100 -1.366700 2.23 0.72 1530
id04101 98.530200 -1.166700 2.79 0.91 1586
id04102 98.605900 -0.966700 2.91 0.86 1192
id04103 98.733300 -0.766700 1.36 0.62 3020
id04104 99.500000 -1.927400 1.78 0.40 651
id04105 99.600000 -1.965900 -1.00 -1.00 -1
id04106 99.663200 -2.033300 0.81 0.17 344
id04107 99.713200 -2.100000 0.90 0.25 975
id04108 99.744200 -2.200000 0.73 0.21 1132
id04109 99.800000 -2.271700 0.68 0.18 892
id04110 99.866700 -2.361900 0.81 0.22 918
id04111 99.902300 -2.433300 0.96 0.33 1751
id04112 99.853300 -2.466700 1.64 0.49 1233
id04113 99.766700 -2.417500 1.21 0.45 2170
id04114 99.671700 -2.366700 2.17 0.63 1132
id04115 99.600000 -2.321200 1.66 0.55 1626
id04116 99.533300 -2.265900 1.74 0.59 1705
id04117 99.491500 -2.166700 3.00 0.61 321
id04118 99.461500 -2.066700 1.63 0.52 1534
id04119 99.423800 -1.966700 1.62 0.50 1383
id04120 99.966700 -2.498400 1.72 0.41 600
id04121 100.100000 -2.565100 0.79 0.17 139
id04122 100.196900 -2.666700 0.69 0.16 599
id04123 100.266700 -2.772400 0.76 0.17 480
id04124 100.360500 -2.900000 -1.00 -1.00 -1
id04125 100.443900 -3.000000 0.56 0.16 1024
id04126 100.519600 -3.133300 0.71 0.23 1522
id04127 100.600000 -3.264400 0.71 0.20 971
id04128 100.625900 -3.333300 0.81 0.26 1537
id04129 100.480600 -3.366700 1.19 0.38 1500
id04130 100.361500 -3.333300 1.34 0.44 1585
id04131 100.266700 -3.209200 1.71 0.46 869
id04132 100.173500 -3.100000 1.76 0.38 152
id04133 100.157000 -2.933300 1.60 0.55 1739
id04134 100.029700 -2.866700 2.11 0.50 595
id04135 99.966700 -2.733300 1.62 0.56 1795
id04136 99.945800 -2.600000 2.30 0.81 1882
id04151 119.378000 4.516700 0.00 0.00 2603
id04152 118.250000 4.216700 0.00 0.00 1529
id04153 117.924000 2.866700 0.00 0.00 1184
id04154 118.550000 1.600000 0.00 0.00 3870
id04155 118.821000 0.800000 0.01 0.00 971
id04156 117.640000 0.366700 0.01 0.00 4403
id04157 117.683000 -0.550000 0.01 0.00 3308
id04158 117.217000 -1.450000 0.02 0.00 1114
id04159 117.433000 -2.356700 0.02 0.00 585
id04160 117.000000 -3.033300 0.01 0.00 2658
id04161 116.767000 -4.333300 0.03 0.01 2115
id04162 116.383000 -4.716700 0.03 0.01 1777
id04163 116.700000 -5.227800 0.03 0.01 1133
id04164 116.689000 -5.716700 0.06 0.01 697
id04165 115.517000 -5.416700 0.04 0.01 921
id04166 114.067000 -5.616700 0.02 0.00 1103
id04167 113.017000 -6.416700 0.02 0.00 1874
id04168 114.417000 -6.822200 0.04 0.01 824
id04169 115.500000 -6.116700 0.04 0.01 975
id04170 116.067000 -7.120800 0.03 0.01 1405
id04171 114.713000 -7.183300 0.06 0.01 948
id04172 113.856000 -7.450000 0.06 0.01 551
id04173 113.905000 -7.600000 0.04 0.01 937
id04174 114.967000 -8.170700 0.02 0.01 911
id04175 115.303000 -8.750000 0.12 0.06 1125
id04176 114.533000 -8.642900 0.17 0.11 1515
id04177 113.500000 -8.445100 0.15 0.08 1290
id04178 119.133000 4.724700 0.00 0.00 4870
id04179 119.437000 4.866700 0.00 0.00 2367
id04180 119.433000 4.582800 0.00 0.00 2166
id04181 119.100000 4.558300 0.00 0.00 2377
id04182 118.880000 4.266700 0.00 0.00 2403
id04183 118.533000 4.252400 0.00 0.00 2012
id04184 118.100000 4.133300 0.00 0.00 1943
id04185 118.033000 3.800000 0.00 0.00 2268
id04186 117.917000 3.316700 0.00 0.00 3003
id04187 118.083000 2.533900 0.00 0.00 1321
id04188 118.317000 2.183300 0.00 0.00 806
id04189 118.494000 1.783300 0.00 0.00 4349
id04190 118.800000 1.507900 0.00 0.00 1308
id04191 118.778000 1.266700 0.00 0.00 3287
id04192 118.983000 1.055300 0.01 0.00 1357
id04193 118.733000 0.802800 0.01 0.00 816
id04194 118.317000 0.840000 0.01 0.00 1829
id04195 117.917000 0.758800 0.01 0.00 3716
id04196 117.687000 0.433300 0.01 0.00 2872
id04197 117.589000 -0.050000 0.01 0.00 3783
id04198 117.750000 -0.416700 0.01 0.00 2023
id04199 117.850000 -0.439300 0.01 0.00 1521
id04200 117.650000 -0.700000 0.00 0.00 3570
id04201 117.667000 -0.933300 0.01 0.00 1163
id04202 117.367000 -1.183300 0.02 0.00 791
id04203 116.917000 -1.716700 0.02 0.00 2163
id04204 116.917000 -2.050000 0.02 0.00 3751
id04205 117.269000 -2.283300 0.02 0.00 1197
id04206 117.550000 -2.600000 0.02 0.00 3513
id04207 117.700000 -2.966700 0.02 0.00 1586
id04208 117.317000 -2.950000 0.02 0.00 3338
id04209 116.967000 -3.100000 0.01 0.00 2523
id04210 116.933000 -3.433300 0.02 0.00 1379
id04211 116.900000 -3.800000 0.02 0.00 1891
id04212 116.750000 -4.233300 0.03 0.01 1938
id04213 117.083000 -4.380000 0.03 0.00 981
id04214 117.067000 -4.554200 0.03 0.00 1178
id04215 116.650000 -4.633300 0.03 0.01 2628
id04216 116.267000 -4.816700 0.04 0.01 1103
id04217 115.875000 -4.950000 0.03 0.01 1829
id04218 116.250000 -5.150000 0.04 0.01 1121
id04219 116.983000 -4.916700 0.02 0.00 1802
id04220 116.965000 -5.233300 0.03 0.01 698
id04221 116.736000 -5.566700 0.05 0.01 795
id04222 116.467000 -5.833300 0.06 0.01 456
id04223 116.117000 -5.600000 0.05 0.01 627
id04224 115.867000 -5.300000 0.04 0.01 1129
id04225 115.433000 -5.466700 0.04 0.01 1015
id04226 115.067000 -5.683300 0.03 0.01 1819
id04227 114.600000 -5.800000 0.03 0.01 1207
id04228 114.167000 -5.650000 0.02 0.00 1092
id04229 113.683000 -5.583300 0.02 0.00 1127
id04230 113.333000 -5.816700 0.02 0.00 2099
id04231 113.083000 -6.133300 0.02 0.00 1260
id04232 113.000000 -6.616700 0.01 0.00 3175
id04233 113.417000 -6.791700 0.01 0.01 4867
id04234 113.933000 -6.818200 0.03 0.01 1245
id04235 114.883000 -6.908300 0.03 0.01 994
id04236 115.042000 -6.483300 0.04 0.01 1161
id04237 115.300000 -6.150000 0.04 0.01 1103
id04238 115.767000 -6.200000 0.04 0.01 999
id04239 115.750000 -6.600000 0.02 0.01 960
id04240 115.917000 -6.923800 0.03 0.01 517
id04241 115.958000 -7.133300 0.03 0.01 1072
id04242 115.583000 -7.072100 0.04 0.01 1270
id04243 115.167000 -7.101100 0.03 0.01 1395
id04244 114.804000 -7.166700 0.06 0.01 988
id04245 114.500000 -7.050000 0.05 0.01 746
id04246 114.383000 -7.090700 0.05 0.01 959
id04247 114.067000 -7.310400 0.06 0.01 594
id04248 113.683000 -7.500000 0.03 0.01 1747
id04249 113.269000 -7.416700 0.02 0.01 5641
id04250 113.583000 -7.666700 0.01 0.01 4113
id04251 114.309000 -7.700000 0.06 0.01 852
id04252 114.467000 -8.038800 0.06 0.03 1016
id04253 114.783000 -8.159900 0.02 0.01 983
id04254 115.200000 -8.064900 -1.00 -1.00 -1
id04255 115.583000 -8.255600 0.04 0.02 1185
id04256 115.547000 -8.516700 -1.00 -1.00 -1
id04257 115.258000 -8.816700 0.12 0.06 1159
id04258 114.967000 -8.701900 0.11 0.08 1851
id04259 114.717000 -8.413500 0.35 0.09 45
id04260 114.467000 -8.617800 0.14 0.14 4084
id04261 114.488000 -8.800000 0.11 0.05 1098
id04262 114.167000 -8.666700 0.13 0.06 1125
id04263 113.733000 -8.551200 0.12 0.07 1536
id04264 113.367000 -8.506900 0.07 0.05 2827
id04265 113.150000 -8.334200 0.15 0.13 2926
id04266 112.719000 -8.466700 0.11 0.07 1642
id04327 122.833000 -8.077300 0.04 0.01 899
id04328 122.984000 -8.233300 0.02 0.01 2017
id04329 123.183000 -8.233200 -1.00 -1.00 -1
id04330 123.450000 -8.270400 -1.00 -1.00 -1
id04331 123.614000 -8.250000 -1.00 -1.00 -1
id04332 123.831930 -8.189222 0.06 0.02 1267
id04333 123.767000 -8.289300 -1.00 -1.00 -1
id04334 123.600000 -8.438100 -1.00 -1.00 -1
id04335 123.490000 -8.533300 0.23 0.05 1079
id04336 123.267466 -8.554949 -1.00 -1.00 -1
id04337 123.283000 -8.405700 0.31 0.07 1106
id04338 123.048000 -8.500000 0.33 0.08 1172
id04339 122.867000 -8.596300 0.19 0.04 1083
id04340 122.983000 -8.435500 -1.00 -1.00 -1
id04341 122.867000 -8.465500 0.52 0.13 1193
id04342 122.740000 -8.616700 -1.00 -1.00 -1
id04343 122.500000 -8.724400 -1.00 -1.00 -1
id04344 122.233000 -8.746200 -1.00 -1.00 -1
id04345 122.015000 -8.800000 0.29 0.07 1441
id04346 121.750000 -8.889500 -1.00 -1.00 -1
id04347 121.600000 -8.826500 0.46 0.10 888
id04348 121.376918 -8.849415 0.33 0.08 1743
id04349 121.123000 -8.916700 -1.00 -1.00 -1
id04350 120.874000 -8.900000 0.32 0.07 745
id04351 120.647538 -8.876563 0.24 0.06 1166
id04352 120.371356 -8.826484 0.35 0.08 1057
id04353 120.248025 -8.854159 -1.00 -1.00 -1
id04354 119.983000 -8.828400 0.29 0.08 1684
id04355 119.767000 -8.819900 0.45 0.09 645
id04356 119.629653 -8.810622 0.33 0.08 1098
id04357 119.490000 -8.683300 0.37 0.09 1177
id04358 119.378056 -8.705046 -1.00 -1.00 -1
id04359 119.433000 -8.441200 0.05 0.01 1099
id04360 119.667000 -8.400000 0.04 0.01 4212
id04361 119.911000 -8.316700 0.06 0.01 917
id04362 120.150000 -8.343700 0.03 0.01 1463
id04363 120.410000 -8.250000 -1.00 -1.00 -1
id04364 120.633000 -8.263900 -1.00 -1.00 -1
id04365 120.900000 -8.346200 0.05 0.01 1091
id04366 121.167000 -8.420300 0.06 0.01 1070
id04367 121.367000 -8.540700 0.06 0.01 1216
id04368 121.592000 -8.516700 0.04 0.01 1538
id04369 121.833000 -8.481000 0.05 0.01 922
id04370 122.025000 -8.500000 0.06 0.01 1408
id04371 122.250000 -8.627700 0.06 0.01 2437
id04372 122.445000 -8.533300 0.11 0.03 3150
id04373 122.383000 -8.431400 -1.00 -1.00 -1
id04374 122.588000 -8.416700 -1.00 -1.00 -1
id04375 122.800000 -8.304600 -1.00 -1.00 -1
id04376 122.791133 -8.237535 0.04 0.01 2182
id04377 124.267000 -8.178700 0.06 0.01 1027
id04378 124.373000 -8.200000 0.03 0.01 1354
id04379 124.333000 -8.327700 0.23 0.07 2685
id04380 124.233000 -8.387500 -1.00 -1.00 -1
id04381 124.165000 -8.516700 -1.00 -1.00 -1
id04382 124.049000 -8.516700 -1.00 -1.00 -1
id04383 123.955419 -8.452248 -1.00 -1.00 -1
id04384 123.894000 -8.366700 0.17 0.03 888
id04385 124.024000 -8.300000 0.08 0.02 44
id04386 124.167000 -8.270500 0.09 0.02 1492
id04387 124.617000 -8.115200 0.04 0.01 1229
id04388 124.700000 -8.154600 0.06 0.01 1287
id04389 124.899822 -8.157097 0.08 0.02 1421
