url_path,views_total,views_unique
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/main/global_ampf_v01.txt,3,2
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/main/global_ampf_v02.txt,3,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/main/.github,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/main/.github/workflows,1,1
