url_path,views_total,views_unique
/norwegian-geotechnical-institute/global-tsunami-amplification-factors,15,9
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/main/calculate_AF,5,2
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/v3.0.0/calculate_MIH/example_HySEA,5,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/main/calculate_MIH,3,3
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/main/README.md,3,2
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/main/calculate_AF/sct,3,2
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/main/calculate_AF/README.txt,2,2
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/main/calculate_MIH/README.txt,2,2
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/main/Glimsdal_etal_ampfactors_paper.pdf,2,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/main/ampfactors/global_ampf_v04.txt,2,1
