url_path,views_total,views_unique
/norwegian-geotechnical-institute/global-tsunami-amplification-factors,5,3
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/v3.0.0,3,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/v3.0.0/ampfactors,3,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/v3.0.0/ampfactors/global_ampf_v04.txt,2,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/actions/runs/13124547825/workflow,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/actions/runs/19215739332,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/actions/runs/19314583351/workflow,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blame/v3.0.0/ampfactors/global_ampf_v04.txt,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/blob/v3.0.0/README.md,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/releases,1,1
