url_path,views_total,views_unique
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/actions/runs/20215468480,5,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors,3,3
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/actions,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/actions/runs/20215468480/job/58027697091,1,1
/norwegian-geotechnical-institute/global-tsunami-amplification-factors/tree/main/calculate_AF,1,1
